Public Vehicle Type,Public Vehicle Number,Company Name,Vehicle Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Wheelchair Accessible,Affiliation,License Management,Inspection Type,Scheduled Inspection Date and Time,Result,Current
Taxi,4106,CORNELL INC II,FORECLOSURE,FORD,ESCAPE,2011,FALSE,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",FIRST_PERIOD,3/1/2023 13:00,PASSED,FALSE
Taxi,1010,ADA TEUTA GENTI CORP,ACTIVE,TOYOTA,CAMRY,2018,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,12/4/2023 9:00,PENDING,TRUE
Livery,7944,VISIONS TRANSPORTATION LLC,ACTIVE,CHEVROLET,SUBURBAN,2018,FALSE,,,RETEST,3/1/2023 10:00,PASSED,FALSE
Taxi,6206,MEMONA INC,ACTIVE,TOYOTA,RAV4,2017,FALSE,Sun Taxi Association Inc,Owner Manager,SECOND_PERIOD,11/6/2023 9:00,PENDING,TRUE
Taxi,3614,RAZANE TAXI INC,ACTIVE,HYUNDAI,IONIQ,2019,FALSE,Independent1,Owner-Operator,CHANGE_EQUIPMENT,3/1/2023 10:00,PASSED,FALSE
Taxi,4276,T K O TAXI COMPANY,ACTIVE,TOYOTA,SIENNA,2017,FALSE,Yellow Cab Association,Owner-Operator,RETEST,2/28/2023 10:00,NO_SHOW_RESCHEDULED,FALSE
Taxi,5264,NELSON LTD,ACTIVE,TOYOTA,CAMRY,2017,FALSE,City Service Taxi Association,Owner Manager,SECOND_PERIOD,12/6/2023 8:00,PENDING,TRUE
Taxi,4276,T K O TAXI COMPANY,ACTIVE,TOYOTA,SIENNA,2017,FALSE,Yellow Cab Association,Owner-Operator,RETEST,3/1/2023 13:00,PASSED,FALSE
Taxi,678,JOSCO TRANS SERVICES INC,ACTIVE,FORD,ESCAPE,2012,FALSE,Yellow Cab Association,Owner-Operator,FIRST_PERIOD,2/6/2023 11:00,NO_SHOW_RESCHEDULED,FALSE
Taxi,1271,MELAKE TESFAMICHAEL,ACTIVE,TOYOTA,RAV4,2014,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,3/1/2023 11:00,FAILED,FALSE
Ambulance,139920,A-TEC AMBULANCE INC,ACTIVE,FORD,TRANSIT,2018,FALSE,,,RETEST,3/1/2023 10:00,PASSED,FALSE
Taxi,4891,E & E TAXI COMPANY,ACTIVE,TOYOTA,PRIUS,2012,FALSE,Flash Cab Co,Chicago Taxicab Management Inc.,SECOND_PERIOD,12/11/2023 9:00,PENDING,TRUE
Taxi,2904,Z & M RIDE INC,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Flash Cab Co,"Peeple Trans, LLC",FIRST_PERIOD,3/1/2023 13:00,FAILED,FALSE
Taxi,3814,SENA & KENA INC.,SURRENDER,TOYOTA,PRIUS,2017,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,10/12/2023 8:00,PENDING,TRUE
Taxi,3498,JUSTICE CAB CO,FORECLOSURE,TOYOTA,CAMRY,2014,FALSE,Independent1,Owner Manager,SECOND_PERIOD,12/1/2023 13:00,PENDING,TRUE
Taxi,991,CHICAGO MEDALLION SEVEN LLC.,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Chicago Taxicab Management Inc.,FIRST_PERIOD,1/30/2023 10:00,NO_SHOW_RESCHEDULED,FALSE
Taxi,6059,SYED A MOQEET,ACTIVE,TOYOTA,CAMRY,2018,FALSE,Globe Taxi Association Inc,Owner-Operator,RETEST,3/1/2023 11:00,PASSED,FALSE
Taxi,2205,SHABERA CORP,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Owner-Operator,FIRST_PERIOD,3/1/2023 13:00,PASSED,FALSE
Taxi,1302,CHICAGO MEDALLION SEVEN LLC.,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Chicago Taxicab Management Inc.,FIRST_PERIOD,2/21/2023 13:00,NO_SHOW_RESCHEDULED,FALSE
Taxi,1302,CHICAGO MEDALLION SEVEN LLC.,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Chicago Taxicab Management Inc.,SECOND_PERIOD,7/31/2023 9:00,PENDING,TRUE
Taxi,1313,CHICAGO MEDALLION SEVEN LLC.,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Flash Cab Co,Chicago Taxicab Management Inc.,FIRST_PERIOD,2/14/2023 10:00,NO_SHOW_RESCHEDULED,FALSE
Taxi,3348,BENAB INC,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Owner-Operator,FIRST_PERIOD,3/1/2023 10:00,NO_SHOW,FALSE
Taxi,4501,CITI MOTORS INC.,ACTIVE,TOYOTA,CAMRY,2016,FALSE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",FIRST_PERIOD,3/31/2023 9:00,PASSED,FALSE
Taxi,4550,SANTORINI CAB CORP.,ACTIVE,TOYOTA,PRIUS,2015,FALSE,NORTHSTAR AFFILIATION,Star North Management LLC,FIRST_PERIOD,4/13/2023 8:00,PASSED,FALSE
Livery,7648,Z S A INC,ACTIVE,FORD,EXPEDITION,2023,FALSE,,,FIRST_PERIOD,5/11/2023 8:00,PENDING,TRUE
Taxi,3444,PEACE CAB CO,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Sun Taxi Association Inc,Owner-Operator,RETEST,3/1/2023 11:00,PASSED,FALSE
Taxi,3639,CHICAGO MEDALLION TEN LLC,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Chicago Taxicab Management Inc.,SECOND_PERIOD,8/21/2023 9:00,PENDING,TRUE
Taxi,3678,"TAIBHA SOUL, INC",ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Chicago Taxicab Management Inc.,FIRST_PERIOD,3/1/2023 13:00,FAILED,FALSE
Taxi,3514,NEW DIAMOND JUBILEE INC,ACTIVE,TOYOTA,CAMRY,2014,FALSE,City Service Taxi Association,Owner Manager,RETEST,3/1/2023 10:00,PASSED,FALSE
Taxi,5234,TAXI MEDALLION GROUPLLC-SERIESXVIII,ACTIVE,VPG,MV-1,2014,TRUE,Yellow Cab Association,Owner Manager,RETEST,4/13/2023 8:00,FAILED,FALSE
Ambulance,817713,"LIFELINE AMBULANCE, LLC",ACTIVE,FORD,TRANSIT,2017,FALSE,,,FIRST_PERIOD,3/1/2023 8:00,FAILED,FALSE
Taxi,5743,NKOUTOUNGA INC,ACTIVE,TOYOTA,SIENNA,2016,TRUE,Flash Cab Co,Owner Manager,SECOND_PERIOD,9/1/2023 11:00,PENDING,TRUE
Taxi,3498,JUSTICE CAB CO,FORECLOSURE,TOYOTA,CAMRY,2014,FALSE,Independent1,Owner Manager,SECOND_PERIOD,3/1/2023 13:00,FAILED,FALSE
Taxi,6536,E & E TAXI COMPANY,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Chicago Taxicab Management Inc.,SECOND_PERIOD,12/4/2023 9:00,PENDING,TRUE
Taxi,6764,MANASSEH INC.,ACTIVE,TOYOTA,SIENNA,2015,FALSE,Yellow Cab Association,Owner-Operator,RETEST,1/30/2023 10:00,PASSED,FALSE
Taxi,4751,CHICAGO MEDALLION TEN LLC,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Flash Cab Co,Chicago Taxicab Management Inc.,SECOND_PERIOD,8/28/2023 9:00,PENDING,TRUE
Taxi,5277,DOLAPO CO,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Flash Cab Co,Owner Manager,SECOND_PERIOD,12/12/2023 8:00,PENDING,TRUE
Taxi,357,MCCAB XIV CORP.,SURRENDER,TOYOTA,SIENNA,2018,TRUE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",SECOND_PERIOD,10/6/2023 11:00,PENDING,TRUE
Taxi,411,JMIKEMATT CORP,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Sun Taxi Association Inc,Owner Manager,FIRST_PERIOD,4/25/2023 13:00,PENDING,TRUE
Taxi,4264,T20 INC,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner Manager,FIRST_PERIOD,6/29/2023 11:00,PENDING,TRUE
Taxi,1411,DESZY CORP.,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Sun Taxi Association Inc,Owner Manager,SECOND_PERIOD,12/7/2023 8:00,PENDING,TRUE
Taxi,1295,DOUJA M INC.,ACTIVE,TOYOTA,RAV4,2014,FALSE,Yellow Cab Association,Owner-Operator,FIRST_PERIOD,3/2/2023 11:00,FAILED,FALSE
Taxi,5125,ABRAR CORP.,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Flash Cab Co,Owner-Operator,FIRST_PERIOD,3/2/2023 8:00,FAILED,FALSE
Taxi,5308,MADOROCK INC,ACTIVE,TOYOTA,CAMRY,2018,FALSE,Yellow Cab Association,Owner-Operator,FIRST_PERIOD,3/2/2023 10:00,PASSED,FALSE
Livery,8494,VE GROUP INC.,ACTIVE,CADILLAC,ESCALADE,2016,FALSE,,,FIRST_PERIOD,3/2/2023 10:00,PASSED,FALSE
Taxi,6596,GAUHER INC,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Owner-Operator,FIRST_PERIOD,3/2/2023 11:00,FAILED,FALSE
Taxi,5505,POWERHOUSE TAXI LLC,ACTIVE,TOYOTA,SIENNA,2015,FALSE,INDEPENDENT4,Owner-Operator,RETEST,4/21/2023 10:00,PENDING,TRUE
Taxi,3242,R & H CAB CORP,ACTIVE,TOYOTA,PRIUS,2014,FALSE,Independent1,Owner Manager,SECOND_PERIOD,9/5/2023 10:00,PENDING,TRUE
Taxi,5234,TAXI MEDALLION GROUPLLC-SERIESXVIII,ACTIVE,VPG,MV-1,2014,TRUE,Yellow Cab Association,Owner Manager,RETEST,4/18/2023 10:00,PENDING,TRUE
Taxi,3962,SANTORINI TWO CAB CORP.,ACTIVE,TOYOTA,CAMRY,2014,FALSE,NORTHSTAR AFFILIATION,Star North Management LLC,FIRST_PERIOD,5/9/2023 10:00,PENDING,TRUE
Taxi,4632,AILEMEN & SONS INC,ACTIVE,TOYOTA,PRIUS,2012,FALSE,Blue Ribbon Assn Inc,Owner-Operator,SECOND_PERIOD,9/5/2023 11:00,PENDING,TRUE
Livery,8977,MINTCHO R. MIHAYLOV,ACTIVE,LINCOLN,NAVIGATOR,2017,FALSE,Independent1,,FIRST_PERIOD,4/28/2023 8:00,PENDING,TRUE
Taxi,729,NECT 32 LLC,ACTIVE,TOYOTA,PRIUS,2014,FALSE,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",SECOND_PERIOD,8/11/2023 13:00,PENDING,TRUE
Taxi,4855,HAMIT ZANI CORP,ACTIVE,TOYOTA,CAMRY,2015,FALSE,City Service Taxi Association,Owner Manager,SECOND_PERIOD,12/14/2023 13:00,PENDING,TRUE
Taxi,6534,SWEET JESUS TAXI CO.,ACTIVE,TOYOTA,RAV4,2016,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,9/5/2023 10:00,PENDING,TRUE
Taxi,6445,TAXI MEDALLION GROUP LLC SERIESXIII,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Yellow Cab Association,Owner Manager,SECOND_PERIOD,10/18/2023 11:00,PENDING,TRUE
Livery,7428,"NOOR LIMO SERVICE, INC.",ACTIVE,LINCOLN,MKT,2017,FALSE,,,RETEST,3/2/2023 13:00,PASSED,FALSE
Taxi,4334,SEWIT EXPRESS INC,SURRENDER,TOYOTA,PRIUS,2013,FALSE,Choice Taxi Association Inc,Owner-Operator,SECOND_PERIOD,11/29/2023 9:00,PENDING,TRUE
Taxi,6534,SWEET JESUS TAXI CO.,ACTIVE,TOYOTA,RAV4,2016,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,3/2/2023 9:00,FAILED,FALSE
Taxi,2241,TAXI MEDALLION GROUP LLC SERIES X,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Yellow Cab Association,Owner Manager,SECOND_PERIOD,10/18/2023 10:00,PENDING,TRUE
Taxi,4003,GURU 1313 INC,ACTIVE,TOYOTA,CAMRY,2013,FALSE,INDEPENDENT4,Owner-Operator,FIRST_PERIOD,4/13/2023 11:00,FAILED,FALSE
Taxi,6520,S K OHAMS LLC,ACTIVE,TOYOTA,SIENNA,2020,TRUE,Independent1,Owner-Operator,FIRST_PERIOD,3/2/2023 9:00,PASSED,FALSE
Livery,9722,DANAYAL LIMOUSINE INC.,ACTIVE,LINCOLN,NAVIGATOR,2017,FALSE,,,RETEST,3/2/2023 11:00,PASSED,FALSE
Taxi,2263,BRAD CAB CO,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Flash Cab Co,Owner Manager,FIRST_PERIOD,3/2/2023 13:00,FAILED,FALSE
Taxi,3643,KWIK CAB CORPORATION,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,11/8/2023 13:00,PENDING,TRUE
Taxi,3367,M NOOR LLC,ACTIVE,TOYOTA,CAMRY,2020,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,3/31/2023 10:00,PASSED,FALSE
Taxi,4906,"FLAMINGO H & T, INC",ACTIVE,TOYOTA,RAV4,2019,FALSE,Sun Taxi Association Inc,Owner-Operator,FIRST_PERIOD,3/2/2023 13:00,PASSED,FALSE
Taxi,2218,ANY CAB CORP.,ACTIVE,FORD,C-MAX,2014,FALSE,NORTHSTAR AFFILIATION,Star North Management LLC,SECOND_PERIOD,7/12/2023 13:00,PENDING,TRUE
Taxi,840,HUDSON CAB CORP.,ACTIVE,TOYOTA,PRIUS,2014,FALSE,NORTHSTAR AFFILIATION,Star North Management LLC,SECOND_PERIOD,8/14/2023 13:00,PENDING,TRUE
Taxi,6750,TAXI MEDALLION GROUP LLC-SERIES 37,ACTIVE,TOYOTA,CAMRY,2016,FALSE,Yellow Cab Association,Owner Manager,RETEST,1/25/2023 11:00,PASSED,FALSE
Taxi,4170,EMMY INC.,FORECLOSURE,FORD,FUSION,2013,FALSE,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",FIRST_PERIOD,3/2/2023 10:00,PASSED,FALSE
Taxi,5339,CAB OF CHICAGO LLC,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,5/16/2023 13:00,PENDING,TRUE
Taxi,1297,ANNAFO INC,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Yellow Cab Association,Owner-Operator,RETEST,4/13/2023 13:00,PASSED,FALSE
Taxi,2681,MCCAB X CORP.,ACTIVE,TOYOTA,CAMRY,2016,FALSE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",FIRST_PERIOD,3/2/2023 10:00,PASSED,FALSE
Taxi,5820,KGN CAB LLC,ACTIVE,TOYOTA,CAMRY,2018,FALSE,Blue Ribbon Assn Inc,Owner Manager,SECOND_PERIOD,12/4/2023 9:00,PENDING,TRUE
Taxi,4162,LEIPZIG TAXI LLC,FORECLOSURE,DODGE,CARAVAN,2016,TRUE,NORTHSTAR AFFILIATION,Star North Management LLC,FIRST_PERIOD,3/2/2023 9:00,NO_SHOW,FALSE
Taxi,4397,SIMNY CAB INC,ACTIVE,TOYOTA,CAMRY,2016,FALSE,Independent1,Owner-Operator,RETEST,4/13/2023 13:00,PASSED,FALSE
Taxi,143,"PM CITY, INC",ACTIVE,TOYOTA,RAV4,2022,FALSE,City Service Taxi Association,Owner-Operator,CHANGE_EQUIPMENT,3/2/2023 11:00,PASSED,FALSE
Taxi,1597,TURNER CAB CO,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Sun Taxi Association Inc,Chicago Taxicab Management Inc.,FIRST_PERIOD,3/2/2023 13:00,PASSED,FALSE
Taxi,3643,KWIK CAB CORPORATION,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,5/18/2023 13:00,PENDING,TRUE
Taxi,6604,ESJOTA BUSINESS VENTURES INC,ACTIVE,TOYOTA,SIENNA,2014,FALSE,Flash Cab Co,Owner-Operator,311_COMPLAINT,3/2/2023 8:00,FAILED,FALSE
Ambulance,4893,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,MERCEDES,SPRINTER,2013,FALSE,,,RETEST,3/2/2023 8:00,PASSED,FALSE
Taxi,3242,R & H CAB CORP,ACTIVE,TOYOTA,PRIUS,2014,FALSE,Independent1,Owner Manager,CHANGE_EQUIPMENT,3/2/2023 10:00,FAILED,FALSE
Taxi,570,ZAKARNEH CAB CORP,ACTIVE,DODGE,CARAVAN,2017,FALSE,Globe Taxi Association Inc,Owner-Operator,SECOND_PERIOD,9/12/2023 10:00,PENDING,TRUE
Taxi,6220,FABULOUS INC,ACTIVE,VPG,MV-1,2014,TRUE,Independent1,Owner Manager,FIRST_PERIOD,3/2/2023 11:00,FAILED,FALSE
Taxi,6445,TAXI MEDALLION GROUP LLC SERIESXIII,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Yellow Cab Association,Owner Manager,ROOFTOP_ADVERTISING,3/2/2023 9:00,PASSED,FALSE
Taxi,2241,TAXI MEDALLION GROUP LLC SERIES X,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Yellow Cab Association,Owner Manager,ROOFTOP_ADVERTISING,3/2/2023 10:00,PASSED,FALSE
Taxi,5832,BON VOYAGE TAXI INC.,ACTIVE,FORD,ESCAPE,2012,FALSE,Flash Cab Co,Owner-Operator,SECOND_PERIOD,3/2/2023 8:00,FAILED,FALSE
Livery,9493,EMPIRE LIMOUSINE INC,ACTIVE,FORD,EXPEDITION,2017,FALSE,,,RETEST,3/31/2023 8:00,PASSED,FALSE
Taxi,1223,NEXT GEN TAXI II INC,ACTIVE,TOYOTA,CAMRY,2016,FALSE,Flash Cab Co,"Masters Medallion Management, LLC",RETEST,3/2/2023 8:00,PASSED,FALSE
Taxi,2943,2943 TX CORPORATION,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Flash Cab Co,Owner-Operator,RETEST,1/30/2023 13:00,PASSED,FALSE
Taxi,4667,BOMBAY TAXI SERVICE,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Flash Cab Co,Owner-Operator,RETEST,3/2/2023 8:00,PASSED,FALSE
Taxi,2759,FAZAL INC,ACTIVE,TOYOTA,SIENNA,2020,FALSE,Globe Taxi Association Inc,Owner-Operator,FIRST_PERIOD,6/26/2023 13:00,PENDING,TRUE
Taxi,1827,SHIVA TAXI INC,ACTIVE,TOYOTA,CAMRY,2016,FALSE,Independent1,Owner-Operator,RETEST,4/20/2023 10:00,PENDING,TRUE
Taxi,4377,"OSASERE, INC",ACTIVE,TOYOTA,RAV4,2023,FALSE,Independent1,Owner-Operator,CHANGE_EQUIPMENT,3/2/2023 11:00,PASSED,FALSE
Taxi,3294,"TAXI MEDALLION GROUP,LLC-SERIES XIX",ACTIVE,TOYOTA,PRIUS,2015,FALSE,Yellow Cab Association,Owner Manager,ROOFTOP_ADVERTISING,3/2/2023 10:00,PASSED,FALSE
Taxi,785,AHMED CAB COMPANY,ACTIVE,TOYOTA,PRIUS,2015,FALSE,Yellow Cab Association,Owner Manager,FIRST_PERIOD,3/2/2023 9:00,FAILED,FALSE
Taxi,4632,AILEMEN & SONS INC,ACTIVE,TOYOTA,PRIUS,2012,FALSE,Blue Ribbon Assn Inc,Owner-Operator,CHANGE_EQUIPMENT,3/2/2023 9:00,FAILED,FALSE
Livery,8233,QUADRI A-1 INC.,ACTIVE,LINCOLN,NAVIGATOR,2017,FALSE,,,FIRST_PERIOD,3/2/2023 8:00,FAILED,FALSE
Livery,9261,MOHAMED EL-MASBAHI,ACTIVE,GMC,YUKON,2018,FALSE,,,FIRST_PERIOD,6/13/2023 8:00,PENDING,TRUE
Livery,7876,CHICAGO FLYCAR LIMOUSINE INC,ACTIVE,CHEVROLET,SUBURBAN,2018,FALSE,,,FIRST_PERIOD,5/24/2023 8:00,PENDING,TRUE
Taxi,1778,A RATTANI INC,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Owner Manager,FIRST_PERIOD,3/2/2023 11:00,PASSED,FALSE
Livery,8095,CHICAGO CONNECTION LIMO INC,ACTIVE,INFINITI,QX60,2018,FALSE,,,FIRST_PERIOD,3/2/2023 8:00,PASSED,FALSE
Livery,8436,LYANI INC,ACTIVE,LINCOLN,CONTINENTAL,2017,FALSE,,,FIRST_PERIOD,3/2/2023 8:00,FAILED,FALSE
Livery,7212,ZAIN TRANSPORTATION INC.,ACTIVE,CADILLAC,ESCALADE ESV,2018,FALSE,,,FIRST_PERIOD,3/2/2023 8:00,NO_SHOW,FALSE
Taxi,2241,TAXI MEDALLION GROUP LLC SERIES X,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Yellow Cab Association,Owner Manager,CHANGE_EQUIPMENT,3/2/2023 10:00,PASSED,FALSE
Taxi,4855,HAMIT ZANI CORP,ACTIVE,TOYOTA,CAMRY,2015,FALSE,City Service Taxi Association,Owner Manager,FIRST_PERIOD,6/14/2023 13:00,PENDING,TRUE
Ambulance,5171,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,MERCEDES,SPRINTER,2013,FALSE,,,FIRST_PERIOD,3/2/2023 8:00,PASSED,FALSE
Taxi,3528,GODSAJERE INC.,FORECLOSURE,VPG,MV-1,2014,TRUE,Yellow Cab Association,Owner Manager,SECOND_PERIOD,9/12/2023 10:00,PENDING,TRUE
Taxi,5125,ABRAR CORP.,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Flash Cab Co,Owner-Operator,RETEST,3/2/2023 11:00,PASSED,FALSE
Taxi,3294,"TAXI MEDALLION GROUP,LLC-SERIES XIX",ACTIVE,TOYOTA,PRIUS,2015,FALSE,Yellow Cab Association,Owner Manager,RETEST,3/2/2023 10:00,PASSED,FALSE
Taxi,5478,EF ENTERPRISES INC.,ACTIVE,TOYOTA,CAMRY,2013,FALSE,City Service Taxi Association,Owner-Operator,SECOND_PERIOD,11/28/2023 13:00,PENDING,TRUE
Taxi,1597,TURNER CAB CO,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Sun Taxi Association Inc,Chicago Taxicab Management Inc.,SECOND_PERIOD,11/8/2023 9:00,PENDING,TRUE
Taxi,5844,FNOT INC,ACTIVE,TOYOTA,CAMRY,2022,FALSE,City Service Taxi Association,Owner-Operator,FIRST_PERIOD,3/2/2023 13:00,PASSED,FALSE
Taxi,2639,CRYSTAL EXPRESS INC.,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",FIRST_PERIOD,4/13/2023 8:00,PASSED,FALSE
Taxi,1350,BOLISH INC,SURRENDER,FORD,FUSION,2014,FALSE,Independent1,Owner Manager,CHANGE_EQUIPMENT,4/19/2023 9:00,PENDING,TRUE
Taxi,73,BEBE VICTOR INC,ACTIVE,TOYOTA,PRIUS,2014,FALSE,Yellow Cab Association,Owner Manager,SECOND_PERIOD,9/7/2023 9:00,PENDING,TRUE
Taxi,3689,Z & M RIDE INC,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Flash Cab Co,"Peeple Trans, LLC",RETEST,3/31/2023 13:00,PASSED,FALSE
Taxi,172,PROF-GAP TRANSPORT CORP,ACTIVE,TOYOTA,SIENNA,2021,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,3/2/2023 13:00,NO_SHOW,FALSE
Livery,7428,"NOOR LIMO SERVICE, INC.",ACTIVE,LINCOLN,MKT,2017,FALSE,,,FIRST_PERIOD,3/2/2023 8:00,FAILED,FALSE
Taxi,6445,TAXI MEDALLION GROUP LLC SERIESXIII,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Yellow Cab Association,Owner Manager,CHANGE_EQUIPMENT,3/2/2023 11:00,PASSED,FALSE
Taxi,3875,"ELEVEN STAR, INC",ACTIVE,TOYOTA,PRIUS,2018,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,9/13/2023 9:00,PENDING,TRUE
Taxi,2766,SOLIANA CORP,ACTIVE,TOYOTA,PRIUS,2014,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,10/20/2023 8:00,PENDING,TRUE
Livery,9895,"EID LIMO INC.,",ACTIVE,GMC,YUKON,2023,FALSE,,,FIRST_PERIOD,1/17/2023 8:00,NO_SHOW,FALSE
Taxi,5125,ABRAR CORP.,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Flash Cab Co,Owner-Operator,SECOND_PERIOD,9/27/2023 11:00,PENDING,TRUE
Taxi,6496,HYUN TRANSPORTATION INC.,ACTIVE,TOYOTA,SIENNA,2017,FALSE,Sun Taxi Association Inc,Owner-Operator,SECOND_PERIOD,10/20/2023 10:00,PENDING,TRUE
Taxi,446,AFSHAR TAXICAB CORP.,ACTIVE,TOYOTA,COROLLA,2016,FALSE,Independent1,Owner Manager,FIRST_PERIOD,3/2/2023 9:00,FAILED,FALSE
Taxi,5820,KGN CAB LLC,ACTIVE,TOYOTA,CAMRY,2018,FALSE,Blue Ribbon Assn Inc,Owner Manager,FIRST_PERIOD,6/12/2023 9:00,PENDING,TRUE
Taxi,4003,GURU 1313 INC,ACTIVE,TOYOTA,CAMRY,2013,FALSE,INDEPENDENT4,Owner-Operator,SECOND_PERIOD,10/12/2023 11:00,PENDING,TRUE
Livery,8626,AKBAR AZIZ ISMAIL,ACTIVE,LINCOLN,MKT,2018,FALSE,,,FIRST_PERIOD,6/22/2023 8:00,PENDING,TRUE
Taxi,6025,TOUBA.JAMAICA CO,ACTIVE,TOYOTA,SIENNA,2021,TRUE,Yellow Cab Association,Owner-Operator,FIRST_PERIOD,3/31/2023 8:00,FAILED,FALSE
Taxi,6608,LIBERTY TRANS INC,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Flash Cab Co,Owner-Operator,RETEST,3/3/2023 8:00,PASSED,FALSE
Taxi,4900,"L & K BMF, INC",ACTIVE,TOYOTA,RAV4,2023,FALSE,City Service Taxi Association,Owner-Operator,CHANGE_EQUIPMENT,3/3/2023 11:00,PASSED,FALSE
Taxi,506,13C TAXI INC,ACTIVE,FORD,FUSION,2016,FALSE,Yellow Cab Association,Owner Manager,SECOND_PERIOD,9/20/2023 13:00,PENDING,TRUE
Taxi,785,AHMED CAB COMPANY,ACTIVE,TOYOTA,PRIUS,2015,FALSE,Yellow Cab Association,Owner Manager,RETEST,3/3/2023 10:00,PASSED,FALSE
Taxi,1049,"BETTY TRANS, INC",ACTIVE,TOYOTA,CAMRY,2016,FALSE,City Service Taxi Association,Owner-Operator,FIRST_PERIOD,3/3/2023 11:00,FAILED,FALSE
Taxi,3242,R & H CAB CORP,ACTIVE,TOYOTA,PRIUS,2014,FALSE,Independent1,Owner Manager,RETEST,3/3/2023 13:00,PASSED,FALSE
Taxi,2017,ANY CAB CORP.,ACTIVE,TOYOTA,PRIUS,2014,FALSE,NORTHSTAR AFFILIATION,Star North Management LLC,FIRST_PERIOD,3/3/2023 13:00,PASSED,FALSE
Ambulance,721481,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,FORD,E350,2021,FALSE,,,FIRST_PERIOD,3/3/2023 8:00,PASSED,FALSE
Livery,8733,CHRISTOPHER M RADKOWSKI,ACTIVE,CADILLAC,XTS,2020,FALSE,,,FIRST_PERIOD,3/3/2023 8:00,NO_SHOW,FALSE
Livery,7399,LITAS TRANSPORT INC.,ACTIVE,GMC,YUKON XL,2018,FALSE,,,RETEST,3/3/2023 11:00,PASSED,FALSE
Taxi,2605,ABEBE CORP,ACTIVE,TOYOTA,PRIUS,2015,FALSE,City Service Taxi Association,Owner Manager,FIRST_PERIOD,3/3/2023 10:00,PASSED,FALSE
